SLPM_802.38|98-koushien
SLPM_871.30|bakuten-shoot-beyblade-2002-bey-battle-tournament-2
SLPM_869.80|bakuten-shoot-beyblade-bey-battle-tournament
SLES_040.91|baldies
SLUS_015.67|baldies
SLPS_010.74|baldy-land
SLUS_012.49|ball-breakers
SLES_005.92|ballblazer-champions
SLES_006.41|ballblazer-champions
SLES_006.47|ballblazer-champions
SLES_006.51|ballblazer-champions
SLPS_007.96|ballblazer-champions
SLUS_000.68|ballblazer-champions
SLES_040.17|ballerburg
SLES_040.18|ballerburg
SLUS_015.68|ballerburg-castle-chaos
SLES_027.01|ballistic
SLUS_009.66|ballistic
SCES_003.48|baphomets-fluch
SCES_008.00|baphomets-fluch-ii-die-spiegel-der-finsternis
SCES_023.66|barbie-aventure-equestre
SLES_036.93|barbie-aventuriere
SLES_036.95|barbie-esploratrice
SLES_036.92|barbie-explorer
SLES_036.94|barbie-explorer
SLES_036.96|barbie-explorer
SLUS_013.61|barbie-explorer
SLUS_015.69|barbie-gotta-have-games
SCES_023.65|barbie-race-ride
SCES_023.67|barbie-race-ride
SCES_023.68|barbie-race-ride
SCES_023.69|barbie-race-ride
SLUS_009.81|barbie-race-ride
SCES_024.88|barbie-sports-extrême
SCES_024.89|barbie-super-sport
SCES_024.87|barbie-super-sports
SCES_024.90|barbie-super-sports
SCES_024.91|barbie-super-sports
SLUS_009.46|barbie-super-sports
SLPS_021.87|bardysh-kromeford-no-juunin
SLPM_865.40|baroque-syndrome
SLPM_869.39|baroque-syndrome
SLPM_863.41|baroque-yuganda-mousou
SLPM_867.59|baroque-yuganda-mousou
SLPM_863.28|baroque-yuganda-mousou
SLES_026.15|barca-manager-2000
SLPS_006.87|baseball-navigator
SLPS_011.23|baseball-navigator
SLPM_866.50|baseball-simulation-id-pro-yakyuu
SLPS_030.55|baseball-pro-nami-kusayakyuu
SLUS_000.86|bases-loaded-96-double-header
SLPS_013.04|bass-fisherman-texas
SLPS_017.65|bass-landing
SLPS_032.04|bass-landing
SLUS_008.73|bass-landing
SLPM_803.54|bass-landing
SLPS_026.46|bass-landing-2
SLPS_026.47|bass-landing-2
SLUS_009.05|bass-rise
SLPS_019.14|bass-tsuri-ni-ikou
SLPS_028.59|bassing-beat-2
SLPS_005.42|bastard-utsuronaru-kamigami-no-utsuwa
SLPM_800.51|bastard-utsuronaru-kamigami-no-utsuwa
SLES_001.02|batman-robin
SLES_012.20|batman-robin
SLUS_003.93|batman-robin
SLUS_012.07|batman-beyond-return-of-the-joker
SLES_005.25|batman-forever-the-arcade-game
SLPS_006.98|batman-forever-the-arcade-game
SLUS_003.87|batman-forever-the-arcade-game
SLES_029.02|batman-of-the-future-return-of-the-joker
SLES_028.74|batman-gotham-city-racer
SLUS_011.41|batman-gotham-city-racer
SLPS_004.85|battle-arena-nitoushinden
SCES_000.02|battle-arena-toshinden
SCUS_940.03|battle-arena-toshinden
SCUS_942.00|battle-arena-toshinden
SCES_002.32|battle-arena-toshinden-2
SLUS_002.20|battle-arena-toshinden-2
SCES_007.00|battle-arena-toshinden-3
SLUS_004.83|battle-arena-toshinden-3
SLPS_002.00|battle-arena-toushinden-2
SLPS_910.06|battle-arena-toushinden-2-plus
SLPM_800.28|battle-arena-toushinden-2-gyouten-kyougaku-no-shishoku-ban
SLPS_006.50|battle-arena-toshinden-3
SLPM_865.25|battle-athletess-daiundoukai-alternative
SLPS_011.33|battle-athletess-daiundoukai-alternative
SLPM_865.26|battle-athletess-daiundoukai-gto-grand-trial-onnanoco
SLPS_015.48|battle-athletess-daiundoukai-gto-grand-trial-onnanoco
SLPM_803.61|battle-bombee
SLPS_024.57|battle-bombee-2-sukkiri-momoaji
SLPS_009.91|battle-bugs
SLPS_009.68|battle-formation
SLUS_013.35|battle-hunter
SLPS_017.79|battle-konchuuden
SLPM_865.19|battle-master
SLPS_010.64|battle-master
SLES_006.62|battle-stations
SLUS_004.56|battle-stations
SLPS_011.27|battleround-usa
SLES_006.28|battlesport
SLUS_003.89|battlesport
SLES_027.73|battletanx-global-assault
SLES_027.74|battletanx-global-assault
SLUS_010.44|battletanx-global-assault
SLES_028.08|beach-volleyball
SCPS_101.38|bealphareth
SLES_007.09|beast-wars-transformers
SLUS_005.08|beast-wars-transformers
SLED_013.39|beast-wars-transformers
SLPM_861.26|beat-mania-arcade
SLPM_863.90|beat-mania-arcade
SLPM_861.27|beat-mania-append
SLPM_863.91|beat-mania-append
SLPM_861.56|beat-mania-3rd-mix-mini
SLPM_861.84|beat-mania-append-3rdmix
SCPS_454.03|beat-mania-append-gottamix
SLPM_862.29|beat-mania-append-gottamix
SLPM_865.74|beat-mania-append-gottamix-2-going-global
SLPM_867.69|beat-mania-the-sound-of-tokyo
SCPS_180.13|beat-planet-music
PCPX_961.93|beat-planet-music
SCED_019.91|beat-em-up-special
SCED_016.43|beat-em-up-speziale
SLES_020.96|beatmania
SLPM_870.12|beatmania-6thmix-core-remix
SLPM_862.66|beatmania-append-4thmix-the-beat-goes-on
SLPM_863.22|beatmania-append-5thmix-time-to-get-down
SLPM_866.92|beatmania-append-club-mix
SLPM_865.96|beatmania-best-hits
SLPM_865.97|beatmania-featuring-dreams-come-true
SLPS_012.19|beavis-and-butt-head-virtual-aho-shoukougun
SLES_003.34|bedlam
SLPS_005.82|beltlogger-9
SLPS_005.81|beltlogger-9
SCUS_942.86|best-buy-demo-cd
SCUS_946.68|best-buy-greatest-hits-demo-disc-volume-one
SCED_024.20|best-horror-games-ever-demo
SCED_024.21|best-sports-games-ever
SCED_031.67|best-sports-games-ever-2000
SLES_040.93|beyblade
SLUS_014.89|beyblade
PAPX_900.05|beyond-the-beyond
SCUS_947.02|beyond-the-beyond
SCPS_100.14|beyond-the-beyond-haruka-naru-kanaan-e
SLES_015.31|big-air
SLUS_006.45|big-air
SLES_038.47|big-bass-fishing
SLUS_014.42|big-bass-fishing
SLUS_002.28|big-bass-world-championship
SLPS_004.59|big-challenge-golf-tokyo-yomiuri-country-club-hen
SLUS_015.27|big-league-slugger-baseball
SLUS_012.59|big-ol-bass-2
SLES_040.25|big-strike-bowling
SLUS_014.78|big-strike-bowling
SLUS_012.89|billiards
SLES_013.16|bio-freaks
SLUS_005.02|bio-freaks
SLPM_867.70|bio-hazard
SLPS_002.22|bio-hazard
SLPM_800.27|bio-hazard
SLPS_009.98|bio-hazard-directors-cut
SLPS_015.12|bio-hazard-directors-cut
SLPS_015.13|bio-hazard-directors-cut
SLPS_009.99|biohazard-2
SLPS_012.22|biohazard-2
SLPS_012.23|biohazard-2
SLPS_015.10|biohazard-2-dual-shock-ver
SLPS_015.11|biohazard-2-dual-shock-ver
SLPM_804.85|biohazard-3
SLPM_872.24|biohazard-3
SLPS_023.00|biohazard-3
SLPM_867.49|biohazard-gun-survivor
SLPS_025.53|biohazard-gun-survivor
SLES_025.37|bishi-bashi-special
SLPM_861.23|bishi-bashi-special
SLPM_862.67|bishi-bashi-special-2
SLPM_865.39|bishi-bashi-special-3-step-champ
SLPS_009.41|bishoujo-hanafuda-kikou-michinoku-hitou-koi-monogatari
SLPM_866.80|bishoujo-renai-mahjong-series-2nd-shiritsu-houou-gakuen-1-nen-junai-gumi
SLPM_867.16|bishoujo-renai-mahjong-series-2nd-shiritsu-houou-gakuen-2-nen-junjou-gumi
SLPM_864.14|bishoujo-renai-mahjong-series-karan-koron-gakuen-doki-doki-hen
SLPM_864.68|bishoujo-renai-mahjong-series-karan-koron-gakuen-munekyun-hen
SLPM_864.74|bishoujo-renai-mahjong-series-karan-koron-gakuen-pure-love-hen
SLPS_002.62|bishoujo-senshi-sailor-moon-supers-shin-shuyaku-soudatsusen
SLPS_002.60|bishoujo-senshi-sailor-moon-supers-shin-shuyaku-soudatsusen
SLUS_006.48|black-bass-with-blue-marlin
SLES_004.07|black-dawn
SLPS_006.63|black-dawn
SLUS_003.21|black-dawn
SLPS_029.62|black-matrix
SLPS_034.15|black-matrix
SLPS_029.63|black-matrix
SLPS_034.16|black-matrix
SLPS_035.73|black-matrix-00
SLPS_035.71|black-matrix-00
SLPS_035.74|black-matrix-00
SLPS_035.72|black-matrix-00
SLPS_019.83|blackjack-vs-matsuda-jun
SLES_032.13|blade
SLES_032.14|blade
SLES_032.15|blade
SLUS_012.15|blade
SLPM_866.02|blade-arts-tasogare-no-miyako-rlyeh
SLPS_017.95|blade-maker
SLES_003.49|blam-machinehead
SLES_003.50|blam-machinehead
SLES_003.51|blam-machinehead
SLPS_007.98|blam-machinehead
SLES_004.76|blast-chamber
SLUS_002.19|blast-chamber
SLUS_013.80|blast-lacrosse
SLES_011.69|blast-radius
SLES_011.92|blast-radius
SLUS_006.42|blast-radius
SLED_012.72|blast-radius
SLPS_026.17|blaster-master
SLPS_032.69|blaster-master
SLES_022.73|blaster-master-blasting-again
SLUS_010.31|blaster-master-blasting-again
SCES_012.24|blasto
SCUS_944.12|blasto
SLPS_015.76|blaze-blade-busters
SLES_008.45|blaze-blade-eternal-quest
SLES_012.74|blaze-blade-eternal-quest
SLPS_012.09|blaze-blade-eternal-quest
SLES_002.47|blazing-dragons
SLES_003.05|blazing-dragons
SLES_003.06|blazing-dragons
SLUS_001.00|blazing-dragons
SLPS_028.18|blend-x-brand-odekake-gousei-rpg
SLPS_032.24|blend-x-brand-odekake-gousei-rpg
SLES_040.67|block-buster
SLPM_872.36|block-kuzushi
SLPS_025.78|block-kuzushi-2
SLPS_003.53|block-kuzushi-deden-no-gyakushuu
SLPS_030.42|block-kuzushi-kowashite-help
SLPM_806.19|block-wars
SLPS_032.19|block-wars
SCED_008.77|blockbuster-playstation-challenge
SLES_040.03|blockids
SLPS_002.05|blockids
SLPS_002.06|blockids
SLUS_014.96|blockids
SLPS_002.35|blood-factory
SCES_014.43|blood-lines
SLES_000.75|blood-omen-legacy-of-kain
SLES_005.22|blood-omen-legacy-of-kain
SLES_005.23|blood-omen-legacy-of-kain
SLUS_000.27|blood-omen-legacy-of-kain
SCUS_941.99|bloody-roar
SCPS_453.74|bloody-roar-2-bringer-of-the-new-age
SLES_017.22|bloody-roar-2-bringer-of-the-new-age
SLPS_018.42|bloody-roar-2-bringer-of-the-new-age
SLED_019.28|bloody-roar-2-bringer-of-the-new-age
SLPM_803.73|bloody-roar-2-bringer-of-the-new-age
SCUS_944.24|bloody-roar-ii
SCPS_451.29|bloody-roar
SLES_010.10|bloody-roar
SLPS_010.70|bloody-roar
SLPS_911.57|bloody-roar
SLED_001.08|bloody-roar
SLPM_801.55|bloody-roar
SLPM_866.48|blue-breaker-burst-egao-no-asu-ni
SLPS_015.80|blue-breaker-burst-egao-no-asu-ni
SLPM_866.47|blue-breaker-burst-hohoemi-o-anata-to
SLPS_014.69|blue-breaker-burst-hohoemi-o-anata-to
SLPM_866.46|blue-breaker-egao-no-yakusoku
SLPS_011.22|blue-breaker-egao-no-yakusoku
SLES_035.70|blues-clues-blues-big-musical
SLUS_011.98|blues-clues-blues-big-musical
SLES_036.74|bob-aggiustatutto
SLES_037.98|bob-le-bricoleur-reparer-cest-gagne
SLES_028.56|bob-the-builder-can-we-fix-it
SLUS_014.07|bob-the-builder-can-we-fix-it
SLPS_008.65|body-hazard
SCUS_943.07|bogey-dead-6
SLPM_870.24|boku-no-choro-q
SCPS_100.88|boku-no-natsuyasumi-summer-holiday-20th-century
SCPS_912.32|boku-no-natsuyasumi-summer-holiday-20th-century
SLPS_025.14|boku-wa-koukuu-kanseikan
SLPS_024.89|bokujou-monogatari-harvest-moon
SLPS_912.18|bokujou-monogatari-harvest-moon
SLPS_030.87|bokujou-monogatari-harvest-moon-for-girl
SLPS_915.25|bokujou-monogatari-harvest-moon-for-girl
SCPS_453.68|bomberman
SLES_018.93|bomberman
SLPM_868.44|bomberman
SLPS_017.17|bomberman
SLES_017.12|bomberman-fantasy-race
SLPM_871.02|bomberman-fantasy-race
SLPS_015.25|bomberman-fantasy-race
SLPS_911.38|bomberman-fantasy-race
SLUS_008.23|bomberman-fantasy-race
SLPM_870.80|bomberman-land
SLPM_873.64|bomberman-land
SLPS_030.02|bomberman-land
SCPS_452.25|bomberman-wars
SLPS_013.47|bomberman-wars
SCES_010.78|bomberman-world
SLPS_011.55|bomberman-world
SLPS_911.49|bomberman-world
SLUS_006.80|bomberman-world
SLUS_011.89|bomberman-party-edition
SLPS_003.33|bonogurashi-kore-de-kanpeki-disu
SLUS_009.68|boombots
SLUS_000.49|bottom-of-the-9th
SLUS_002.96|bottom-of-the-9th-97
SLUS_006.78|bottom-of-the-9th-99
SLPM_860.04|bottom-of-the-9th-major-league-heroes
SLPS_009.07|boundary-gate-daughter-of-kingdom
SLPM_867.35|bounty-hunter-sara-holy-mountain-no-teiou
SLPM_866.14|bounty-sword-first
SLPS_007.57|bounty-sword-first
SLPM_801.01|bounty-sword-first
SLPM_866.25|bounty-sword-double-edge
SLPS_014.79|bounty-sword-double-edge
SLUS_012.88|bowling-2001
SLES_023.24|box-champions-2000
SLES_031.23|box-champions-2001
SLES_014.51|box-champions
SLPS_000.33|boxers-road
SLPS_910.07|boxers-road
SLUS_013.09|boxing-simple-1500-series
SLPS_007.79|boys-be
SLPS_017.05|boys-be-2nd-season
SLES_007.54|brahma-force
SLUS_004.44|brahma-force-the-assault-on-beltlogger-9
SLPS_005.14|braindead-13
SLUS_000.83|braindead-13
SLPS_005.15|braindead-13
SLUS_001.71|braindead-13
SLES_039.92|bratz
SLUS_015.08|bratz
SLUS_007.26|brave-fencer-musashi
SLPS_014.90|brave-fencer-musashiden
SLPS_027.69|brave-fencer-musashiden
SLPM_802.62|brave-fencer-musashiden
SLPS_013.16|brave-prove
SLPS_025.80|brave-saga-2
SLPS_025.81|brave-saga-2
SLPS_023.14|brave-saga-2-koushiki-data-disc-yuusha-no-akashi-2
SLPS_028.89|brave-sword
SLUS_004.88|bravo-air-race
SLES_002.58|break-point
SLPM_860.44|break-point
SLPS_001.29|break-thru
SLPS_023.75|break-volley
SLUS_011.70|breakout-3d
SLES_028.54|breakout-a-story-of-bat-meets-ball
SLES_013.04|breath-of-fire-iii
SLES_013.19|breath-of-fire-iii
SLES_013.20|breath-of-fire-iii
SLPS_009.90|breath-of-fire-iii
SLUS_004.22|breath-of-fire-iii
SLPM_801.15|breath-of-fire-iii
SLES_035.52|breath-of-fire-iv
SLUS_013.24|breath-of-fire-iv
SLPM_871.59|breath-of-fire-iv-utsurowazaru-mono
SLPS_027.28|breath-of-fire-iv-utsurowazaru-mono
SLPM_870.54|breed-master
SLPM_860.87|breeding-stud-2
SLPM_860.12|breeding-stud-bokujou-de-aimashou
SLES_007.59|brian-lara-cricket
SLPS_011.07|brigandine-gensou-tairiku-senki
SLPS_026.61|brigandine-grand-edition
SLPS_026.62|brigandine-grand-edition
SLUS_006.87|brigandine-the-legend-of-forsena
SCPS_101.05|brightis
SLES_008.73|broken-helix
SLES_009.62|broken-helix
SLPM_860.65|broken-helix
SLUS_002.89|broken-helix
SCES_008.01|broken-sword-ii-the-smoking-mirror
SCES_008.02|broken-sword-ii-the-smoking-mirror
SCES_007.98|broken-sword-ii-the-smoking-mirror
SLUS_008.12|broken-sword-ii-the-smoking-mirror
SCES_004.14|broken-sword-shadow-of-the-templars
SCES_003.46|broken-sword-shadow-of-the-templars
SCES_004.68|broken-sword-shadow-of-the-templars
SLUS_004.84|broken-sword-shadow-of-the-templars
SLES_013.76|brunswick-circuit-pro-bowling
SLUS_005.71|brunswick-circuit-pro-bowling
SLES_026.18|brunswick-circuit-pro-bowling-2
SLUS_008.56|brunswick-circuit-pro-bowling-2
SLES_004.48|bubble-bobble-also-featuring-rainbow-islands
SLUS_003.70|bubble-bobble-also-featuring-rainbow-islands
SLES_004.58|bubble-bobble-ii
SLPS_017.10|bubblegun-kid
SLES_001.22|bubsy-3d
SLUS_001.10|bubsy-3d
SLPS_011.05|buckle-up
SLES_001.74|buggy
SLPM_861.33|bugi
SLES_008.75|bugriders-the-race-of-kings
SLUS_003.54|bugriders-the-race-of-kings
SLES_028.96|bugs-bunny-taz-time-busters
SLUS_011.44|bugs-bunny-taz-time-busters
SLES_017.26|bugs-bunny-lost-in-time
SLUS_008.38|bugs-bunny-lost-in-time
SLED_021.25|bugs-bunny-lost-in-time
SLUS_900.58|bugs-bunny-lost-in-time
SLUS_010.86|builders-block
SLPS_004.97|building-crush
SLES_025.64|bundesliga-2000-der-fussball-manager
SLES_021.43|bundesliga-stars-2000
SLES_030.65|bundesliga-stars-2001
SLPM_862.46|burger-burger-2
SLPM_868.04|burger-burger-2
SLPS_008.88|burger-burger-hamburger-simulation
SLPS_911.03|burger-burger-hamburger-simulation
SLES_003.45|burning-road
SLPS_005.18|burning-road
SLUS_003.24|burning-road
SLUS_900.02|burning-road
SLES_033.38|burstrick-wake-boarding
SLPS_027.92|burstrick-wake-boarding
SLUS_013.17|burstrick-wake-boarding
SCES_008.99|bushido-blade
SCUS_941.80|bushido-blade
SLPM_860.20|bushido-blade
SLPM_874.03|bushido-blade
SCPS_451.87|bushido-blade-2
SLPS_012.94|bushido-blade-2
SLUS_006.63|bushido-blade-2
SCUS_942.63|bust-a-groove
SCUS_943.76|bust-a-groove
SLUS_011.59|bust-a-groove-2
PAPX_900.28|bust-a-move
SLPS_012.32|bust-a-move
SLPS_012.37|bust-a-move
SLPS_012.33|bust-a-move
SLPM_862.19|bust-a-move-2-dance-tengoku-mix
SLPM_804.10|bust-a-move-2-dance-tengoku-mix
SCES_013.13|bust-a-groove
SLUS_007.25|bust-a-move-99
SLES_002.78|bust-a-move-2-arcade-edition
SLES_041.53|bust-a-move-2-arcade-edition
SLUS_002.33|bust-a-move-2-arcade-edition
SLES_009.91|bust-a-move-3-dx
SLES_141.53|bust-a-move-3-dx
SLES_013.89|bust-a-move-4
SLUS_007.54|bust-a-move-4
SLUS_002.08|buster-bros-collection
SLES_041.04|buttsubushi
SLPS_031.62|buttsubushi
SLES_035.62|byggare-bob-kan-vi-fixa-det
SLES_035.64|byggemand-bob-kan-vi-klare-det
SLES_035.63|byggmester-bob-kan-det-fikses
SCES_033.64|c-12-final-resistance
SCES_033.65|c-12-final-resistance
SCES_033.66|c-12-final-resistance
SCES_034.26|c-12-final-resistance
SCUS_946.66|c-12-final-resistance
SCED_035.16|c-12-final-resistance
SLPS_002.79|c1-circuit
SLES_013.63|c3-racing-car-constructors-championship
SLUS_004.99|c-the-contra-adventure
SCUS_944.16|cart-world-series
SLES_012.16|cbz-cyball-zone
SLPS_002.30|cg-mukashi-banashi-jiisan-2-do-bikkuri
SLPS_002.20|crw-counter-revolution-war
SLES_039.86|ct-special-forces
SLES_041.55|ct-special-forces-3-bioterror
SLES_041.23|ct-special-forces-back-to-hell
SCES_021.05|crash-team-racing
SCUS_944.26|crash-team-racing
SCUS_944.59|crash-team-racing
SLUS_013.91|cabelas-big-game-hunter-ultimate-challenge
SLUS_014.74|cabelas-ultimate-deer-hunt-open-season
SLPS_020.79|cadillac
SLPS_020.87|cadillac
SLPS_020.89|cadillac
SLES_010.08|caesars-palace
SLUS_002.85|caesars-palace
SLES_024.76|caesars-palace-2000-millennium-gold-edition
SLUS_010.89|caesars-palace-2000-millennium-gold-edition
SLES_014.86|caesars-palace-ii
SLUS_007.80|caesars-palace-ii
LSP20011.001|lightspan
LSP20022.001|lightspan
LSP20033.001|lightspan
SLES_026.14|calcio-manager-2000
SLPS_010.71|calcolo-ochimono-shooting
SLPM_801.47|calcolo-ochimono-shooting
LSP02019.001|lightspan
SLES_039.21|california-surfing
SLES_029.50|california-watersports
SLES_022.93|canal-premier-manager
SLPM_867.48|capcom-generation-dai-1-shuu-gekitsuiou-no-jidai
SLPS_015.35|capcom-generation-dai-1-shuu-gekitsuiou-no-jidai
SLPM_867.78|capcom-generation-dai-2-shuu-makai-to-kishi
SLPS_015.85|capcom-generation-dai-2-shuu-makai-to-kishi
SLPS_016.49|capcom-generation-dai-3-shuu-koko-ni-rekishi-hajimaru
SLPM_868.14|capcom-generation-dai-4-shuu-kokou-no-eiyuu
SLPS_017.01|capcom-generation-dai-4-shuu-kokou-no-eiyuu
SLPS_017.25|capcom-generation-dai-5-shuu-kakutouka-tachi
SLES_018.81|capcom-generations
SLES_020.98|capcom-generations
SLES_118.81|capcom-generations
SLES_120.98|capcom-generations
SLES_218.81|capcom-generations
SLES_220.98|capcom-generations
SLES_318.81|capcom-generations
SLUS_014.76|capcom-vs-snk-millennium-fight-2000-pro
SLES_038.89|capcom-vs-snk-millennium-fight-2000-pro
SLPM_870.53|capcom-vs-snk-millennium-fight-2000-pro
SLPM_806.32|capcom-vs-snk-millennium-fight-2000-pro
SLPS_015.67|captain-commando
SLPM_862.16|captain-love
SLPM_867.67|captain-love
SLPS_003.10|captain-tsubasa-j-get-in-the-tomorrow
SLPM_870.60|captain-tsubasa-arata-naru-densetsu-joshou
SLUS_004.94|car-and-driver-presents-grand-tour-racing-98
SLPS_025.61|card-captor-sakura-clowcard-magic
SLPS_025.60|card-captor-sakura-clowcard-magic
SLUS_013.79|card-games
SLES_032.06|card-shark
SCES_010.43|cardinal-syn
SCES_010.77|cardinal-syn
SCES_012.05|cardinal-syn
SCES_012.06|cardinal-syn
SCUS_941.56|cardinal-syn
SCUS_942.65|cardinal-syn
SLES_019.60|carmageddon
SLES_019.61|carmageddon
SCES_004.41|carnage-heart
SCUS_946.04|carnage-heart
SLPS_001.51|carnage-heart
SCUS_949.64|carnage-heart
SLPS_009.19|carnage-heart-ez-easy-zapping
SLPM_800.15|carnage-heart
SLPS_008.37|carom-shot
SLPS_014.86|carom-shot-2
SLPM_802.67|carom-shot-2
SLPS_029.35|carton-kun
SLPM_805.72|carton-kun
SLES_000.45|casper
SLUS_001.62|casper
SLES_031.13|casper-friends-around-the-world
SLPM_885.05|casper-friends-around-the-world
SLUS_012.45|casper-friends-around-the-world
SLPM_867.54|castlevania-chronicle-akumajou-dracula
SLES_035.32|castlevania-chronicles
SLUS_013.84|castlevania-chronicles
SCPS_451.96|castlevania-symphony-of-the-night
SLES_005.24|castlevania-symphony-of-the-night
SLUS_000.67|castlevania-symphony-of-the-night
SLES_011.82|castrol-honda-superbike-racing
SLUS_008.82|castrol-honda-superbike-racing
SLES_029.42|castrol-honda-vtr
SLPS_009.08|cat-the-ripper-13ninme-no-tanteishi
SLES_028.25|catan-die-erste-insel
SLPS_010.81|cellophanes
SCPS_100.13|center-shiken-trial-eigo-no-tetsujin
SLES_016.64|centipede
SLES_019.00|centipede
SLUS_008.07|centipede
SCED_019.92|cha-cha-special-04-99-demo
SLPS_024.22|chakushin-melody-da-mon
SLPS_028.47|chakushin-melody-da-mon-gold
SLPS_025.56|chakushin-melody-da-mon-volume-2
SLPS_026.01|chakushin-melody-da-mon-volume-3
SLPS_027.07|chakushin-melody-da-mon-volume-4
SLPM_866.17|champion-wrestler-jikkyou-live
SLPS_002.37|champion-wrestler-jikkyou-live
SLES_027.75|championship-bass
SLPS_026.74|championship-bass
SLUS_010.84|championship-bass
SLES_036.34|championship-manager-quiz
SLES_032.52|championship-motocross-2001-featuring-ricky-carmichael
SLUS_012.30|championship-motocross-2001-featuring-ricky-carmichael
SLES_022.00|championship-motocross-featuring-ricky-carmichael
SLUS_007.90|championship-motocross-featuring-ricky-carmichael
SLED_023.85|championship-motocross-featuring-ricky-carmichael
SLES_034.27|championship-surfer
SLUS_012.16|championship-surfer
SLES_031.07|chaos-break
SLUS_031.07|chaos-break
SLPM_863.63|chaos-break
SLPS_001.68|chaos-control
SLPS_028.62|character-tkool
SLPS_024.15|charumera
SLPS_030.31|charumera
SCES_028.12|chase-the-express
SCES_028.13|chase-the-express
SCES_028.14|chase-the-express
SCES_028.15|chase-the-express
SCPS_101.09|chase-the-express
SCPS_454.78|chase-the-express
SCES_128.12|chase-the-express
SCES_128.13|chase-the-express
SCES_128.14|chase-the-express
SCES_128.15|chase-the-express
SCPS_101.10|chase-the-express
SCPS_454.79|chase-the-express
PAPX_901.06|chase-the-express
PAPX_901.07|chase-the-express
PCPX_961.89|chase-the-express
SCES_028.16|chase-the-express-el-expreso-de-la-muerte
SCES_128.16|chase-the-express-el-expreso-de-la-muerte
SLES_029.17|checkmate
SLPS_012.51|checkmate
SLPS_031.36|checkmate
SLES_040.53|checkmate-ii
SLES_000.53|cheesy
SLPS_008.93|cheesy
SLUS_014.00|chess
SLPS_026.24|chess-2000
SLES_021.17|chessmaster-ii
SLUS_008.86|chessmaster-ii
SLES_035.82|chi-vuol-essere-miliardario
SLES_039.17|chi-vuol-essere-milionario-seconda-edizione
SLPS_018.34|chibi-chara-game-ginga-eiyuu-densetsu-go-go-casino
SLPS_020.25|chibi-chara-game-ginga-eiyuu-densetsu-go-go-casino
SLPS_018.35|chibi-chara-game-ginga-eiyuu-densetsu-lets-sugoroku
SLPS_020.26|chibi-chara-game-ginga-eiyuu-densetsu-lets-surogoku
SLPS_001.66|chibi-maruko-chan-maruko-enikki-world
SLES_031.88|chicken-run
SLES_032.85|chicken-run
SLUS_013.04|chicken-run
SLPS_019.26|chiisana-kyojin-microman
SLPS_025.68|chiisana-kyojin-microman
SLPS_027.50|chiisana-oukoku-erutoria
SLES_007.11|chill
SLED_011.94|chill
SLES_022.97|china-the-forbidden-city
SLES_020.90|chine-intrigue-dans-la-cite-interdite
SLPS_027.88|chinmoku-no-kantai-the-silent-service
SLPS_018.53|chippoke-ralph-no-daibouken-the-adventure-of-little-ralph
